企业名称,登记状态,注册资本,所属区县,所属行业,江苏省企业地址,,经度,纬度,需求量,,
常州市沃科科技有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区南二环东路1699号,,119.631644,31.732682,5.16E-06,,
常州志得电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区龙湖路18号,,119.657251,31.748045,2.58E-06,,
常州市鑫辉网具有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金胜东路236号,,119.654047,31.748113,2.58E-06,,
江苏天广实业有限公司,存续,1088,金坛区,金属制品业,江苏省常州市金坛区金胜东路249号,,119.656467,31.748957,2.81E-06,,
江苏春立家具有限公司,存续,2000,金坛区,家具制造业,江苏省常州市金坛区金胜东路249号,,119.656467,31.748957,5.16E-06,,
江苏润洁纺织品有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区南二环东路1616号,,119.630461,31.733061,2.58E-06,,
江苏肇风机电设备有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区兴华路167号,,119.666185,31.748072,2.58E-06,,
常州市祺瑞围巾有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区尧塘镇中心大街6号,,119.68443,31.721451,2.58E-06,,
常州博瑞汽车电控科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区汇福路666号,,119.647816,31.748123,2.58E-06,,
常州市倍斯特纺织有限公司,存续,1300,金坛区,纺织业,江苏省常州市金坛区兴隆路38号,,119.663841,31.74808,3.35E-06,,
江苏缔成特材科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金胜东路218号,,119.644918,31.747843,2.58E-06,,
常州瑞能铝业有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金胜东路229号,,119.646499,31.748565,2.58E-06,,
常州市金坛技鼎精密机械有限公司,存续,1080,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路219号,,119.645562,31.748298,2.79E-06,,
江苏中恒炉业有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路216号,,119.642983,31.748049,2.58E-06,,
常州金坛卓亚汽车零部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区复兴路98号,,119.640564,31.746742,2.58E-06,,
江苏麦森精密机械制造有限公司,存续,3000,金坛区,通用设备制造业,江苏省常州市金坛金胜东路216号,,119.642983,31.748049,7.74E-06,,
中悦汽车部件（江苏）有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区龙湖路21号,,119.657387,31.752013,7.74E-06,,
江苏法沃克汽车零部件有限公司,存续,1276,金坛区,汽车制造业,江苏省常州市金坛区复兴路98号,,119.640564,31.746742,3.29E-06,,
江苏安特稳科技有限公司,存续,3518,金坛区,仪器仪表制造业,江苏省常州市金坛区尧塘集镇,,119.682838,31.71751,9.07E-06,,
常州瑞华新能源科技有限公司,在业,3000,金坛区,电气机械和器材制造业,江苏省常州市金坛区复兴路299号,,119.641153,31.747614,7.74E-06,,
常州港华半导体科技有限公司,存续,1080,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛经济开发区双龙路8号,,119.660411,31.751405,2.79E-06,,
常州嘉丰新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金胜东路215号,,119.629123,31.747367,2.58E-06,,
常州智宝能源科技有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区金龙大道559号,,119.597897,31.723247,3.09E-06,,
斯米伽（常州）精密制造有限公司,存续,2000,金坛区,仪器仪表制造业,江苏省常州市金坛区龙湖路45号,,119.657387,31.752013,5.16E-06,,
江苏恒成称重设备有限公司,存续,2000,金坛区,仪器仪表制造业,江苏省常州市金坛区龙湖路1号,,119.657387,31.752013,5.16E-06,,
江苏赛惠斯电器科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区龙湖路17号,,119.657387,31.752013,5.16E-06,,
江苏喆瑞照明科技有限公司,存续,1380,金坛区,电气机械和器材制造业,江苏省常州市金坛区龙湖路15号,,119.657387,31.752013,3.56E-06,,
常州市金坛利云汽车电机有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区龙湖路1号,,119.657387,31.752013,7.74E-06,,
江苏华苏工业炉制造有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区双龙路5号,,119.6606,31.751783,2.58E-06,,
常州金坛塑料厂,存续,3600,金坛区,橡胶和塑料制品业,江苏省常州市金坛经济开发区复兴路96号,,119.639474,31.748164,9.28E-06,,
江苏大中传动设备有限公司,存续,1080,金坛区,通用设备制造业,江苏省常州市金坛区河山环路32号,,119.65472,31.75259,2.79E-06,,
司达磁电科技（常州）有限公司,存续,43065,金坛区,电气机械和器材制造业,江苏省常州市金坛区河山环路38号,,119.652799,31.754309,1.11E-04,,
江苏万泉金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区龙湖路10号,,119.656758,31.752896,2.58E-06,,
常州吉和智能家具有限公司,存续,1914,金坛区,家具制造业,江苏省常州市金坛区河山环路18号,,119.660604,31.753089,4.94E-06,,
常州市宝瑞汽车附件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区河山环路22号,,119.659104,31.753236,2.58E-06,,
常州市科慧汽车电器有限公司,存续,1080,金坛区,汽车制造业,江苏省常州市金坛区龙湖路10号,,119.656758,31.752896,2.79E-06,,
常州市朗科精密机械有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华兴路201号,,119.643792,31.751512,2.58E-06,,
江苏义盛医疗用品有限公司,存续,1000,金坛区,医药制造业,江苏省常州市金坛区华兴路208号,,119.64296,31.75124,2.58E-06,,
江苏慧码检测设备科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛经济开发区华城路222号,,119.630055,31.742918,2.58E-06,,
江苏闪码检测设备科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛经济开发区华城路222号,,119.630055,31.742918,2.58E-06,,
江苏瑞奥减速机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华兴路206号,,119.642344,31.751225,2.58E-06,,
江苏悟晴电子新材料有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区经济开发区华城路222号,,119.630055,31.742918,2.58E-06,,
江苏西文晨风服饰有限公司,存续,3500,金坛区,纺织服装、服饰业,江苏省常州市金坛区金湖路99号,,119.622376,31.7133,9.03E-06,,
江苏朋逸高新材料科技有限公司,存续,3000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区龙湖路8号,,119.656765,31.754343,7.74E-06,,
常州松马动力科技有限公司,存续,1500,金坛区,电气机械和器材制造业,江苏省常州市金坛区河山环路17号,,119.652799,31.754309,3.87E-06,,
常州万诚机械科技有限公司,存续,1200,金坛区,通用设备制造业,江苏省常州市金坛区河山环路15号,,119.652799,31.754309,3.09E-06,,
常州天宏纸品有限公司,存续,2000,金坛区,造纸和纸制品业,江苏省常州市金坛经济开发区河山环路7号,,119.652799,31.754309,5.16E-06,,
江苏欣龙微电子科技有限公司,存续,1500,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛经济开发区华丰路178号,,119.637289,31.749316,3.87E-06,,
江苏德朗尼工业自动化有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区经济开发区河山环路10号,,119.655396,31.754824,2.58E-06,,
江苏朴乐纺织科技有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区兴隆北路36号,,119.659899,31.754756,2.58E-06,,
常州长荣纺织有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区河山环路8号,,119.654495,31.75483,2.58E-06,,
常州高盛纺织有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区河山环路6号,,119.654087,31.754826,2.58E-06,,
常州双亿自动化科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区河山环路6号,,119.654087,31.754826,2.58E-06,,
江苏荷马固装装饰设计有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区龙湖路2号,,119.656443,31.755155,2.58E-06,,
常州普宸电子有限公司,存续,3000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛经济开发区华丰路186号,,119.635991,31.749244,7.74E-06,,
江苏一博自动化设备有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区河山环路7号,,119.652799,31.754309,2.58E-06,,
常州明辉丝织有限公司,存续,2000,金坛区,纺织业,江苏省常州市金坛区河山环路9号,,119.65472,31.755292,5.16E-06,,
江苏鑫怡电力设备有限公司,存续,3080,金坛区,电气机械和器材制造业,江苏省常州市金坛区金胜东路198号,,119.633077,31.747743,7.94E-06,,
江苏牛创新能源汽车有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金龙大道563号1栋,,119.597897,31.723247,2.58E-06,,
常州辉思特电子科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金龙大道563号,,119.597897,31.723247,2.58E-06,,
江苏铂联新能源科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金龙大道563号,,119.597897,31.723247,5.16E-06,,
江苏保宏金属科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区龙湖路2号,,119.656443,31.755155,2.58E-06,,
江苏创园衬布有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛经济开发区金胜东路188号,,119.632319,31.74772,2.58E-06,,
常州市浩哲科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金龙大道559号,,119.597897,31.723247,2.58E-06,,
常州凯度机电有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城路286号,,119.626483,31.742725,5.16E-06,,
常州杰德电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华丰路158号,,119.63295,31.749102,2.58E-06,,
常州市赛尔交通器材有限公司,存续,10944,金坛区,汽车制造业,江苏省常州市金坛经济开发区中兴路81号,,119.628161,31.745964,2.82E-05,,
常州金坛万昌刀具制造有限公司,存续,3617864587,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路56号,,119.62883,31.745879,9.33E+00,,
江苏中旺门窗幕墙有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区华丰路100号,,119.631544,31.748533,5.16E-06,,
江苏久标全屋定制有限公司,存续,1000,金坛区,家具制造业,江苏省常州市金坛经济开发区中兴路56号,,119.62883,31.745879,2.58E-06,,
常州市金坛区华康家具有限公司,存续,2080,金坛区,家具制造业,江苏省常州市金坛区华兴路133号,,119.63477,31.751114,5.36E-06,,
江苏广锐金属制造有限公司,存续,1068,金坛区,金属制品业,江苏省常州市金坛经济开发区晨风东路666号,,119.656679,31.757358,2.75E-06,,
常州天华颐通信息材料有限公司,存续,1149244745,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区常溧路马干收费口5号,,119.621521,31.714006,2.96E+00,,
常州昊虹汽车配件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金胜东路233号,,119.629123,31.747367,5.16E-06,,
江苏宏鑫索马传动科技股份有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区明湖路359号,,119.633992,31.698004,2.58E-06,,
江苏盘毂新能源科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区明湖路359号,,119.633992,31.698004,2.58E-06,,
江苏鑫田电子科技有限公司,存续,3000,金坛区,电气机械和器材制造业,江苏省常州市金坛区中兴路79号,,119.628111,31.746632,7.74E-06,,
江苏晶众机电有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区华城路288-1号2幢1号,,119.624144,31.742566,2.58E-06,,
江苏恒瑞净化工程设备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城路288-1号浚博小微企业园6-3号,,119.624144,31.742566,2.58E-06,,
江苏中迪新材料技术有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华业路139号,,119.635303,31.689399,2.58E-06,,
江苏中煜橡塑科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华业路139号,,119.635303,31.689399,2.58E-06,,
常州永凯机械制造有限公司,存续,2380,金坛区,通用设备制造业,江苏省常州市金坛经济开发区华兴路116号,,119.63231,31.751023,6.14E-06,,
江苏守仁汽车电子科技有限责任公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区尧塘街道明湖路359号,,119.633992,31.698004,2.58E-06,,
江苏耀达智造科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛经济开发区明湖路365号,,119.633992,31.698004,2.58E-06,,
常州市华永车辆科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区明湖路359号,,119.633992,31.698004,2.58E-06,,
江苏福亿自动化设备有限公司,存续,2350,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路211号,,119.631184,31.750804,6.06E-06,,
常州金坛恒发机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华兴路216号,,119.631184,31.750804,2.58E-06,,
常州崴特环境科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华兴路150号,,119.630839,31.750614,2.58E-06,,
常州玄武动力机械有限公司,存续,3654760742,金坛区,汽车制造业,江苏省常州市金坛区晨风路889号,,119.634994,31.754057,9.43E+00,,
江苏罗纳尔多仪器制造有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金胜东路88号,,119.625522,31.747375,2.58E-06,,
江苏迪迈新材料有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区兴明路26号,,119.645896,31.758567,5.16E-06,,
常州市金坛区华宇电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金胜东路68号,,119.624728,31.747321,2.58E-06,,
常州市鼎晨包装有限公司,存续,1000,金坛区,造纸和纸制品业,江苏省常州市金坛区复兴路19号,,119.640544,31.757264,2.58E-06,,
江苏烨煜电子科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区兴明西路59号15号楼,,119.597897,31.723247,2.58E-06,,
江苏世博新能源装备有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区兴明西路59号15号楼,,119.597897,31.723247,2.58E-06,,
常州隽男服装有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区华丰路36号,,119.625224,31.748654,2.58E-06,,
江苏开开光电科技有限公司,存续,2000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区华丰路36号,,119.625224,31.748654,5.16E-06,,
泰宇新能源材料（常州）有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金龙大道563号4号厂房,,119.597897,31.723247,2.58E-06,,
凯翔汽车装备（常州）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区晨风路869号,,119.630516,31.7537,2.58E-06,,
常州市合创智能科技有限公司,存续,2000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路18号,,119.62389,31.748251,5.16E-06,,
常州龙河时装有限公司,存续,1595,金坛区,纺织服装、服饰业,江苏省常州市金坛经济开发区河头工业园兴河东路3号,,119.653915,31.761425,4.11E-06,,
常州金坛金木工程仪器厂,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路16号,,119.623639,31.748614,2.58E-06,,
常州宇胜土木工程仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛经济开发区华丰路16号,,119.623639,31.748614,2.58E-06,,
江苏杰瑞尔电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路16号,,119.625801,31.750665,2.58E-06,,
常州市创拓纺织有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区兴明西路99号,,119.597897,31.723247,2.58E-06,,
常州市金坛常达金属构件有限公司,存续,3000,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路38号,,119.62821,31.753363,7.74E-06,,
江苏普苏特服饰有限公司,存续,1000,金坛区,纺织服装、服饰业,江苏省常州市金坛区中兴路58号,,119.626967,31.75185,2.58E-06,,
常州贞和汽车零部件有限公司,存续,1276,金坛区,汽车制造业,江苏省常州市金坛区兴明西路59号,,119.597897,31.723247,3.29E-06,,
常州柏嘉机械加工有限公司,在业,1000,金坛区,通用设备制造业,江苏省常州市金坛区兴河东路56号,,119.647552,31.761487,2.58E-06,,
常州市东洋橡塑新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华丰路68号,,119.622985,31.748589,2.58E-06,,
常州市鑫愉宝传动部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路1号,,119.631062,31.755512,2.58E-06,,
江苏峨嵋动力机械有限公司,存续,2780,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路28号,,119.621041,31.746759,7.17E-06,,
常州沃克光电仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区兴明西路101号,,119.597897,31.723247,2.58E-06,,
常州集友电子科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金湖路29号,,119.619791,31.745455,2.58E-06,,
常州瑞诺车辆部件有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区恒泰路6号,,119.631062,31.755512,3.09E-06,,
江苏格罗博电气有限公司,存续,32798,金坛区,电气机械和器材制造业,江苏省常州市金坛区恒泰路2号,,119.631062,31.755512,8.46E-05,,
常州市奥亚油泵油嘴有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区恒泰路5号,,119.631062,31.755512,2.58E-06,,
江苏斯克特工业科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路10号,,119.631062,31.755512,2.58E-06,,
江苏极研模块建筑有限公司,存续,1200,金坛区,金属制品业,江苏省常州市金坛区复兴路7号,,119.640219,31.759867,3.09E-06,,
常州华英博传动机械有限公司,存续,1500,金坛区,通用设备制造业,江苏省常州市金坛区兴隆北路10号,,119.654925,31.76283,3.87E-06,,
常州天益遮阳窗饰有限公司,存续,4200,金坛区,金属制品业,江苏省常州市金坛开发区恒泰路8号,,119.631062,31.755512,1.08E-05,,
江苏嘉源丰机械制造有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区汇华路003号,,119.644077,31.761481,2.58E-06,,
江苏文天长液压有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路9号,,119.631062,31.755512,2.58E-06,,
常州鑫坛电力成套设备有限公司,存续,2800,金坛区,电气机械和器材制造业,江苏省常州市金坛区华丰路6号,,119.620722,31.748462,7.22E-06,,
常州市金坛永全电控设备厂,存续,1040,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘镇汤庄集镇北,,119.685314,31.69627,2.68E-06,,
常州德博新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛经济开发区华丰路2号,,119.620465,31.748441,2.58E-06,,
常州银登金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区复兴路8号,,119.639416,31.760816,2.58E-06,,
康诚（江苏）机械制造有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区经济开发区华电路8号,,119.622188,31.750554,2.58E-06,,
江苏润德精密机械有限公司,存续,1280,金坛区,通用设备制造业,江苏省常州市金坛经济开发区汇福路9号,,119.649592,31.761938,3.30E-06,,
常州申嘉金属制品有限公司,存续,1500,金坛区,金属制品业,江苏省常州市金坛区兴辰路8号,,119.597897,31.723247,3.87E-06,,
常州市长江电力机械厂有限公司,存续,1500,金坛区,电气机械和器材制造业,江苏省常州市金坛区兴辰路10号,,119.597897,31.723247,3.87E-06,,
华星动力（江苏）有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区明湖路399号,,119.634616,31.690418,5.16E-06,,
